Place_id,Title,Category,Distance,Rating,Closed,Timing,Price
TB-736,Chickpet Donne Biryani House,Food,28,2,Nil,9:30–17:694,1230
TB-737,Brahmin Cafe,Food,10,2,Nil,9:30–17:695,732
TB-738,Chumma Delicious,Food,21,5,Nil,9:30–17:696,1632
TB-739,Udupi Upachar,Food,24,2,Nil,9:30–17:697,1168
TB-740,Bengaluru Coffee House,Food,3,3,Nil,9:30–17:698,671
TB-741,Foodiction,Food,28,1,Nil,9:30–17:699,797
TB-742,,Food,14,3,Nil,9:30–17:700,1738
TB-743, 'RATED\n  satisfactory'),Food,23,2,Nil,9:30–17:701,1291
TB-744,The Biryani Cafe,Food,22,1,Nil,9:30–17:702,977
TB-745,Spicy Tandoor,Food,26,2,Nil,9:30–17:703,594
TB-746,Banashankari Donne Biriyani,Food,5,2,Nil,9:30–17:704,1161
TB-747,Addhuri Udupi Bhojana,Food,14,4,Nil,9:30–17:705,905
TB-748,Vasanth Vihar - Since 1965,Food,14,2,Nil,9:30–17:706,1701
TB-749,Subway,Food,18,2,Nil,9:30–17:707,1578
TB-750,SGS Non Veg - Gundu Pulav,Food,13,3,Nil,9:30–17:708,1491
TB-751,Udupi Ruchi Grand,Food,16,5,Nil,9:30–17:709,1559
TB-752,Hotel Mangala,Food,22,3,Nil,9:30–17:710,620
TB-753,Simple Thindies,Food,6,4,Nil,9:30–17:711,821
TB-754,Rolls On Wheels,Food,7,4,Nil,9:30–17:712,624
TB-755,Chilli Flakes,Food,13,5,Nil,9:30–17:713,1533
TB-756,Kababs N Biryani,Food,20,2,Nil,9:30–17:714,1714
TB-757,Udupi Ruchi,Food,1,3,Nil,9:30–17:715,1794
TB-758,SLV Swadishta,Food,27,5,Nil,9:30–17:716,1689
TB-759,Kolbeh,Food,30,5,Nil,9:30–17:717,546
TB-760,Kolkata Kathi Roll's,Food,27,2,Nil,9:30–17:718,912
TB-761,Mylari Biryani Family Restaurant,Food,9,4,Nil,9:30–17:719,1583
TB-762,Upahar Sagar,Food,1,2,Nil,9:30–17:720,1299
TB-763,Domino's Pizza,Food,13,4,Nil,9:30–17:721,891
TB-764,New Sagar Fast Food,Food,4,2,Nil,9:30–17:722,1311
TB-765,Namma Biryani,Food,27,4,Nil,9:30–17:723,1724
TB-766,Chill Out,Food,9,1,Nil,9:30–17:724,619
TB-767,Parama Ruchi,Food,15,1,Nil,9:30–17:725,1335
TB-768,Thrilok Restaurant,Food,24,5,Nil,9:30–17:726,1309
TB-769,Meat And Eat,Food,2,3,Nil,9:30–17:727,1563
TB-770,Ande Ka Funda,Food,24,1,Nil,9:30–17:728,1722
TB-771,Dakshin Grand,Food,16,5,Nil,9:30–17:729,1106
TB-772,Chicken Hunt,Food,4,5,Nil,9:30–17:730,1570
TB-773,7 Hills Garden Restaurant,Food,20,2,Nil,9:30–17:731,1464
TB-774,Maruthi Davangere Benne Dosa,Food,12,1,Nil,9:30–17:732,609
TB-775,Shri Guru Raghavendra Grand Veg,Food,6,4,Nil,9:30–17:733,1322
TB-776,Pizza Stop,Food,21,5,Nil,9:30–17:734,757
TB-777,Madhappa Hindu Military Hotel,Food,8,3,Nil,9:30–17:735,1390
TB-778,Krishna Sagar,Food,19,1,Nil,9:30–17:736,785
TB-779,Hanumanthanagar Biryani Junction,Food,8,4,Nil,9:30–17:737,601
TB-780,Faasos,Food,4,4,Nil,9:30–17:738,840
TB-781,,Food,29,1,Nil,9:30–17:739,762
TB-782, 'RATED\n  I had ordered the paneer cheese melt and chicken mayo wraps from this place. Both had a really generous amount of cheese in them just as the names suggest. The seasoning given alongside goes well with the wraps,Food,20,4,Nil,9:30–17:740,1256
TB-783,Rasoi,Food,17,3,Nil,9:30–17:741,1337
TB-784,SLV Refreshment,Food,16,5,Nil,9:30–17:742,940
TB-785,Kaggis,Food,29,4,Nil,9:30–17:743,578
TB-786,Chatar Patar,Food,12,3,Nil,9:30–17:744,1192
TB-787,Seven Star,Food,1,5,Nil,9:30–17:745,1707
TB-788,SVKP Daily Fresh,Food,27,4,Nil,9:30–17:746,1555
TB-789,Kidambi's Kitchen,Food,6,4,Nil,9:30–17:747,1339
TB-790,Ruchi's Corner,Food,6,4,Nil,9:30–17:748,1274
TB-791,Tandoori Knight,Food,22,5,Nil,9:30–17:749,1013
TB-792,Utsav,Food,2,5,Nil,9:30–17:750,1453
TB-793,Mane Thindi,Food,15,5,Nil,9:30–17:751,1499
TB-794,Fast And Fresh,Food,4,3,Nil,9:30–17:752,1624
TB-795,New Gowda's Fried Chicken,Food,30,4,Nil,9:30–17:753,1645
TB-796,Juicy Momos,Food,23,5,Nil,9:30–17:754,1291
TB-797,Donne Biriyani House,Food,20,2,Nil,9:30–17:755,1125
TB-798,Srinagar Kabab Corner,Food,15,4,Nil,9:30–17:756,1240
TB-799,Sri Venkateshwara Chat Centre,Food,4,1,Nil,9:30–17:757,596
TB-800,Vinay Bhel Corner,Food,7,3,Nil,9:30–17:758,882
TB-801,Spice 9,Food,4,2,Nil,9:30–17:759,1607
TB-802,Roti Land,Food,28,1,Nil,9:30–17:760,1112
TB-803,Naveen Kabab & Biriyani Mane,Food,6,2,Nil,9:30–17:761,1777
TB-804,Nandi Chats and Juice,Food,23,3,Nil,9:30–17:762,1096
TB-805,Atithi Point Ande Ka Funda,Food,10,1,Nil,9:30–17:763,1070
TB-806,Yaarub Hotel,Food,8,4,Nil,9:30–17:764,1435
TB-807,Aarush's Food Plaza,Food,22,4,Nil,9:30–17:765,774
TB-808,Rotti Mane,Food,24,5,Nil,9:30–17:766,1583
TB-809,Karnataka Bhel House,Food,16,4,Nil,9:30–17:767,1785
TB-810,Kannadigas Karavali,Food,11,3,Nil,9:30–17:768,888
TB-811,The Coorg Kitchen,Food,30,4,Nil,9:30–17:769,792
TB-812,Just Shawarma,Food,0,2,Nil,9:30–17:770,1308
TB-813,Aramane Donne Biryani,Food,17,4,Nil,9:30–17:771,899
TB-814,FOOD ADDA,Food,1,1,Nil,9:30–17:772,740
TB-815,New Mangalore Lunch Home,Food,1,4,Nil,9:30–17:773,1209
TB-816,Hotel Nisarga,Food,6,3,Nil,9:30–17:774,808
TB-817,Coffee Bytes,Food,24,1,Nil,9:30–17:775,598
TB-818,Parjanya Chat Zone,Food,0,1,Nil,9:30–17:776,1529
TB-819,Yo Roll Corner,Food,8,4,Nil,9:30–17:777,1657
TB-820,New Quality Dum Biryani,Food,18,1,Nil,9:30–17:778,1214
TB-821,Sri Lakshmi Kabab Center,Food,23,4,Nil,9:30–17:779,1733
TB-822,Cueferia A-Cafe,Food,15,3,Nil,9:30–17:780,1654
TB-823,Sri Basaveshwar Jolada Rotti Oota,Food,7,1,Nil,9:30–17:781,1027
TB-824,Dtink Lab,Food,12,3,Nil,9:30–17:782,672
TB-825,Shree Udupi South kitchen,Food,6,2,Nil,9:30–17:783,1013
TB-826,Foodlieious Multi Cuisine,Food,6,4,Nil,9:30–17:784,593
TB-827,Tasty Bites,Food,16,1,Nil,9:30–17:785,1541
TB-828,Raams Chicken,Food,23,1,Nil,9:30–17:786,971
TB-829,Panchami,Food,28,1,Nil,9:30–17:787,923
TB-830,Bangalore Kabab Palace,Food,8,2,Nil,9:30–17:788,945
TB-831,Hotel Andhra Speices,Food,13,1,Nil,9:30–17:789,787
TB-832,Quality Dum Biriyani,Food,20,1,Nil,9:30–17:790,1626
TB-833,Sri Murari Family Restaurant,Food,10,5,Nil,9:30–17:791,1562
TB-834,Taja Coffee,Food,30,1,Nil,9:30–17:792,844
TB-835,Aramane Donne Biriyani,Food,15,4,Nil,9:30–17:793,1722
TB-836,Swaada Healthy Kitchen,Food,15,1,Nil,9:30–17:794,673
TB-837,New Prakash Hotel,Food,15,5,Nil,9:30–17:795,1459
TB-838,Gawdaru Mane Beriyani,Food,17,3,Nil,9:30–17:796,1494
TB-839,Kings Court Daba,Food,13,2,Nil,9:30–17:797,1567
TB-840,MM Tiffen Center,Food,23,4,Nil,9:30–17:798,1671
TB-841,Sri Raghavendra Prasanna Coffee Beans Club,Food,15,1,Nil,9:30–17:799,1533
TB-842,Sri Balaji Tiffin Centre,Food,12,2,Nil,9:30–17:800,785
TB-843,New Indraprasta,Food,30,3,Nil,9:30–17:801,607
TB-844,Sree Sagar,Food,7,5,Nil,9:30–17:802,875
TB-845,VEGeatz,Food,16,2,Nil,9:30–17:803,500
TB-846,Grand Food,Food,4,1,Nil,9:30–17:804,1319
TB-847,The House Of Vadapav,Food,4,3,Nil,9:30–17:805,1442
TB-848,Matru Sagar,Food,25,2,Nil,9:30–17:806,1022
TB-849,Kavali,Food,1,1,Nil,9:30–17:807,591
TB-850,Bitez,Food,29,4,Nil,9:30–17:808,1142
TB-851,Bunt's Biriyani Palace,Food,6,4,Nil,9:30–17:809,1475
TB-852,Funjabi Curries,Food,19,3,Nil,9:30–17:810,612
TB-853,Udupi Upahar,Food,22,5,Nil,9:30–17:811,1486
TB-854,Ranganna Military Hotel,Food,4,5,Nil,9:30–17:812,694
TB-855,Roti Ghar,Food,11,1,Nil,9:30–17:813,591
TB-856,Grand Village,Food,1,2,Nil,9:30–17:814,1352
TB-857,Vidyarthi Bhavan,Food,2,3,Nil,9:30–17:815,997
TB-858,,Food,19,5,Nil,9:30–17:816,1482
TB-859," go Sanz sambar. Recommended to celebrate the 75 years of history!"""")",Food,9,4,Nil,9:30–17:817,1478
TB-860,Bharjari Oota,Food,5,4,Nil,9:30–17:818,639
TB-861,Gokul Veg,Food,7,3,Nil,9:30–17:819,1549
TB-862,SLV Corner Restaurant,Food,13,3,Nil,9:30–17:820,999
TB-863,Timepass Dinner,Food,23,5,Nil,9:30–17:821,1566
TB-864,Baisakhi,Food,5,2,Nil,9:30–17:822,535
TB-865,Eat Repeat,Food,22,4,Nil,9:30–17:823,844
TB-866,Sri Guru Kottureshwara Davangere Benne Dosa,Food,25,4,Nil,9:30–17:824,997
TB-867,Bridgeway,Food,24,2,Nil,9:30–17:825,1610
TB-868,Srinathji's Cafe,Food,26,5,Nil,9:30–17:826,1680
TB-869,Soho Bar & Grill,Food,12,4,Nil,9:30–17:827,1234
TB-870,Kollapuri's,Food,16,4,Nil,9:30–17:828,1129
TB-871,Aadhya Hotel,Food,26,4,Nil,9:30–17:829,671
TB-872,Bhavani Restaurant,Food,0,4,Nil,9:30–17:830,1513
TB-873,Puliyogare Point,Food,26,5,Nil,9:30–17:831,1042
TB-874,Zephyr,Food,8,2,Nil,9:30–17:832,1503
TB-875,Redberrys,Food,3,1,Nil,9:30–17:833,1319
TB-876,Hotel Dwarka,Food,22,2,Nil,9:30–17:834,1047
TB-877,Nisarga Garden Restaurant,Food,25,3,Nil,9:30–17:835,719
TB-878,Ma-Arya Family Restaurant,Food,23,5,Nil,9:30–17:836,623
TB-879,A2B - Adyar Ananda Bhavan,Food,3,4,Nil,9:30–17:837,556
TB-880,Ragoo's,Food,18,4,Nil,9:30–17:838,636
TB-881,Imperial Restaurant,Food,27,4,Nil,9:30–17:839,695
TB-882,New Prashanth Hotel,Food,23,3,Nil,9:30–17:840,1589
TB-883,Udupi Sri Krishna Bhavan,Food,30,5,Nil,9:30–17:841,878
TB-884,Chinese Kitchen,Food,2,3,Nil,9:30–17:842,884
TB-885,Vijayalakshmi,Food,23,2,Nil,9:30–17:843,1358
TB-886,Nammura Donne Biriyani,Food,3,3,Nil,9:30–17:844,1555
TB-887,Curry Leaves,Food,23,1,Nil,9:30–17:845,1033
TB-888,Goli Vada Pav No. 1,Food,22,4,Nil,9:30–17:846,913
TB-889,Ice Thunder,Food,6,3,Nil,9:30–17:847,1162
TB-890,South Kitchen,Food,21,4,Nil,9:30–17:848,633
TB-891,Upahara Darshini,Food,25,1,Nil,9:30–17:849,1061
TB-892,Mahalaxmi Tiffin Room,Food,20,5,Nil,9:30–17:850,1602
TB-893,Starlite Bakery & Fastfood,Food,19,3,Nil,9:30–17:851,1738
TB-894,Sandwichwallas,Food,24,4,Nil,9:30–17:852,1447
TB-895,J K Fish Land,Food,23,4,Nil,9:30–17:853,948
TB-896,Udupi Grand,Food,20,3,Nil,9:30–17:854,1722
TB-897,,Food,27,1,Nil,9:30–17:855,715
TB-898, 'RATED\n  Very nice place and really friendly staff... I did go here 5 (during different days of the week and time) before posting my review. The best part is the quality and quantity of food. But parking is a problem,Food,0,4,Nil,9:30–17:856,1452
TB-899,Chinese Square,Food,27,3,Nil,9:30–17:857,967
TB-900,Castle Rock,Food,19,1,Nil,9:30–17:858,655
TB-901,Swadd Kitchen,Food,19,5,Nil,9:30–17:859,1712
TB-902,Right Pizza,Food,19,4,Nil,9:30–17:860,1180
TB-903,Kamat Bugle Rock,Food,25,5,Nil,9:30–17:861,1376
TB-904,Basavanagudi Mylari,Food,2,5,Nil,9:30–17:862,1397
TB-905,RS Shiv Sagar,Food,22,3,Nil,9:30–17:863,1754
TB-906,New Prashanth Hotel,Food,8,5,Nil,9:30–17:864,1124
TB-907,Shrinidhi Military Hotel,Food,24,2,Nil,9:30–17:865,1035
TB-908,Dakshin Kitchen,Food,3,1,Nil,9:30–17:866,1143
TB-909,Pramukh Family Restaurant,Food,23,2,Nil,9:30–17:867,576
TB-910,Chaatimes,Food,19,4,Nil,9:30–17:868,898
TB-911,Vybhava,Food,12,2,Nil,9:30–17:869,1786
TB-912,Shree Venkateshwara North Karnataka Hotel,Food,16,2,Nil,9:30–17:870,867
TB-913,Kadamba Classic,Food,17,1,Nil,9:30–17:871,1413
TB-914,Food Geek,Food,6,3,Nil,9:30–17:872,1305
TB-915,Rosewood International Hotel - Bar & Restaurant,Food,22,1,Nil,9:30–17:873,1071
TB-916,Anand Sagar Inn,Food,16,4,Nil,9:30–17:874,634
TB-917,Sangam Military Hotel,Food,20,4,Nil,9:30–17:875,1252
TB-918,Kholi Mane,Food,16,5,Nil,9:30–17:876,1672
TB-919,Harshi Super Sandwich,Food,9,5,Nil,9:30–17:877,898
TB-920,Hotel Pork Paradise,Food,10,3,Nil,9:30–17:878,1280
TB-921,Pallavi Bar & Restaurant,Food,6,4,Nil,9:30–17:879,1783
TB-922,Belly Squad Food Truck,Food,6,1,Nil,9:30–17:880,769
TB-923,Tejas Bar and Restaurant,Food,28,2,Nil,9:30–17:881,595
TB-924,Old Days North Indian Restaurant,Food,15,3,Nil,9:30–17:882,1334
TB-925,New Rajadhani Spicy,Food,22,3,Nil,9:30–17:883,1144
TB-926,Matru Sagar,Food,21,4,Nil,9:30–17:884,1063
TB-927,Sri Udupi Veg,Food,2,5,Nil,9:30–17:885,850
TB-928,50-50 EATING HOUSE,Food,11,4,Nil,9:30–17:886,660
TB-929,Aahar Cafe,Food,8,4,Nil,9:30–17:887,1422
TB-930,Om Shiva Shakthi Chats Centre,Food,18,3,Nil,9:30–17:888,734
TB-931,Juice Junction Food Court,Food,14,1,Nil,9:30–17:889,937
TB-932,Burger King,Food,21,3,Nil,9:30–17:890,923
TB-933,Inchara Restaurant,Food,2,1,Nil,9:30–17:891,1708
TB-934,Rolls Corner,Food,8,4,Nil,9:30–17:892,642
TB-935,Charisma's Matru Sagar,Food,1,5,Nil,9:30–17:893,1759
TB-936,New Ambur Hot Dum Biryani,Food,21,1,Nil,9:30–17:894,1281
TB-937,Sticke2Waffles,Food,21,4,Nil,9:30–17:895,794
TB-938,Nimmoora Thindi,Food,28,3,Nil,9:30–17:896,1468
TB-939,Oasis Food Center,Food,19,2,Nil,9:30–17:897,1450
TB-940,Godumana Moddha Hotel,Food,14,5,Nil,9:30–17:898,1257
TB-941,Akash Gowdru Biryani Center,Food,4,4,Nil,9:30–17:899,935
TB-942,New Sri Udupi Restaurant,Food,5,3,Nil,9:30–17:900,1663
TB-943,Shri Vinayaka Ice N Juice,Food,30,4,Nil,9:30–17:901,1689
TB-944,Happy Chopsticks,Food,22,1,Nil,9:30–17:902,1136
TB-945,Ambur Dum Biriyani,Food,24,5,Nil,9:30–17:903,1620
TB-946,Food Plaza,Food,29,3,Nil,9:30–17:904,604
TB-947,Jcubez,Food,0,1,Nil,9:30–17:905,1539
TB-948,Gustoes Beer House,Food,24,3,Nil,9:30–17:906,777
TB-949,Blue Wings Bar & Restaurant,Food,5,4,Nil,9:30–17:907,1012
TB-950,Vi Ra's Bar and Restaurant,Food,21,3,Nil,9:30–17:908,1384
TB-951,K27 - The Pub,Food,3,5,Nil,9:30–17:909,764
TB-952,Linnet Bar & Restaurant,Food,20,3,Nil,9:30–17:910,1248
TB-953,Darbar,Food,21,4,Nil,9:30–17:911,1726
TB-954,Soho Bar & Grill,Food,26,3,Nil,9:30–17:912,974
TB-955,Deja Vu Resto Bar,Food,10,4,Nil,9:30–17:913,1572
TB-956,,Food,2,2,Nil,9:30–17:914,1538
TB-957, 'RATED\n  DÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x83ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚Ã‚Â©jÃƒÂƒ\x83ÃƒÂ‚\x83ÃƒÂƒ\x82ÃƒÂ‚\x83ÃƒÂƒ\x83ÃƒÂ‚\x82ÃƒÂƒ\x82ÃƒÂ‚\xa0 vu,Food,27,1,Nil,9:30–17:915,594
TB-958,Fattoush,Food,4,3,Nil,9:30–17:916,799
TB-959,Empire Restaurant,Food,1,2,Nil,9:30–17:917,911
TB-960,Abhiruchi Hotel,Food,15,1,Nil,9:30–17:918,742
TB-961,Tulips,Food,11,5,Nil,9:30–17:919,986
TB-962,Barbeque Nation,Food,24,2,Nil,9:30–17:920,1343
TB-963,Sattvam,Food,3,4,Nil,9:30–17:921,1681
TB-964,24th Main,Food,14,5,Nil,9:30–17:922,1094
TB-965,Zaitoon,Food,9,5,Nil,9:30–17:923,820
TB-966,Mango Greens,Food,7,1,Nil,9:30–17:924,651
TB-967,Oye Amritsar,Food,26,5,Nil,9:30–17:925,1553
TB-968,Melt - Eden Park,Food,19,1,Nil,9:30–17:926,592
TB-969,Crave Bit Cafe,Food,7,2,Nil,9:30–17:927,1261
TB-970,Spice Code,Food,19,5,Nil,9:30–17:928,1286
TB-971,The Onyx - The HHI Select Bengaluru,Food,23,2,Nil,9:30–17:929,994
TB-972,,Food,20,1,Nil,9:30–17:930,1382
TB-973, \n\nAmbience - 4\nService  - 3.5\nQuality  - 4\n\nCost - 4'),Food,26,5,Nil,9:30–17:931,1131
TB-974,The Pavillion,Food,6,3,Nil,9:30–17:932,812
TB-975,Sankranthi Veg Restaurant,Food,14,5,Nil,9:30–17:933,804
TB-976,Tisano Cafe,Food,8,2,Nil,9:30–17:934,1405
TB-977,Cafe Kabana,Food,16,3,Nil,9:30–17:935,1065
TB-978,Butterly,Food,18,4,Nil,9:30–17:936,801
TB-979,Cafe Conico,Food,30,2,Nil,9:30–17:937,662
TB-980,Black Mug Cafe,Food,3,2,Nil,9:30–17:938,1362
TB-981,#refuel,Food,21,2,Nil,9:30–17:939,536
TB-982,WAFL,Food,24,2,Nil,9:30–17:940,1510
TB-983,Vaho Kafe & Pressery,Food,28,2,Nil,9:30–17:941,768
TB-984,,Food,1,4,Nil,9:30–17:942,657
TB-985, 'RATED\n  Never again. Ordered a millet dosa and millet bisibelebath for breakfast through swiggy. After a swiggy screw-up,Food,17,3,Nil,9:30–17:943,1418
TB-986,Dreamcatcher,Food,29,1,Nil,9:30–17:944,1189
TB-987,Cafe Coffee Day,Food,25,5,Nil,9:30–17:945,909
TB-988,Cafe Arabica,Food,0,1,Nil,9:30–17:946,1287
TB-989,Starbucks,Food,27,1,Nil,9:30–17:947,1414
TB-990,Smoor,Food,11,2,Nil,9:30–17:948,1110
TB-991,Kalmane Koffees,Food,7,1,Nil,9:30–17:949,971
TB-992,Shee-Sha Cafe,Food,30,1,Nil,9:30–17:950,694
TB-993,Brews N Bites,Food,15,4,Nil,9:30–17:951,881
TB-994,D2V Cafe,Food,29,2,Nil,9:30–17:952,1793
TB-995,Wellness Cafe,Food,13,4,Nil,9:30–17:953,1196
TB-996,Cafe Talk,Food,21,5,Nil,9:30–17:954,1678
TB-997,Cafe Choco Craze,Food,27,1,Nil,9:30–17:955,530
TB-998,Healthy Smoothie,Food,19,1,Nil,9:30–17:956,1788
TB-999,Me N U,Food,2,2,Nil,9:30–17:957,558
TB-1000,Slate Cafe,Food,3,3,Nil,9:30–17:958,971
TB-1001,Dialogues,Food,14,5,Nil,9:30–17:959,1517
TB-1002,Cafe Zuppa,Food,4,1,Nil,9:30–17:960,1139
TB-1003,Mudpipe Cafe,Food,16,5,Nil,9:30–17:961,764
TB-1004,Crave Bit Cafe,Food,3,4,Nil,9:30–17:962,777
TB-1005,TAB - Take A Break,Food,18,5,Nil,9:30–17:963,1388
TB-1006,Biggies Burger 'n' More,Food,20,1,Nil,9:30–17:964,965
TB-1007,Onesta,Food,29,1,Nil,9:30–17:965,1650
TB-1008,,Food,14,4,Nil,9:30–17:966,1537
TB-1009, ('Rated 5.0',Food,30,4,Nil,9:30–17:967,1627
TB-1010,Cafe Potpourri,Food,19,4,Nil,9:30–17:968,937
TB-1011,De Oxford Cafe,Food,21,5,Nil,9:30–17:969,1374
TB-1012,Vinaya Coffee Moments,Food,22,3,Nil,9:30–17:970,1192
TB-1013,Brew Point,Food,6,4,Nil,9:30–17:971,1502
TB-1014,The Cravery,Food,7,3,Nil,9:30–17:972,1227
TB-1015,Cuppa,Food,20,2,Nil,9:30–17:973,1421
TB-1016,Anju's Cafe,Food,6,3,Nil,9:30–17:974,1396
TB-1017,Furry Fairy Paw Paradise,Food,18,3,Nil,9:30–17:975,824
TB-1018,Junkealth,Food,23,4,Nil,9:30–17:976,1129
TB-1019,Skytouch Le Cafe,Food,18,3,Nil,9:30–17:977,1514
TB-1020,Woodee Pizza,Food,15,4,Nil,9:30–17:978,1740
TB-1021,Hearts Unlock Cafe,Food,0,2,Nil,9:30–17:979,1527
TB-1022,eat.fit,Food,14,4,Nil,9:30–17:980,1613
TB-1023,Sai Abhiruchi,Food,8,2,Nil,9:30–17:981,1089
TB-1024,Capsicum Family Restaurant,Food,23,1,Nil,9:30–17:982,1390
TB-1025,Box Magic,Food,22,2,Nil,9:30–17:983,1485
TB-1026,Maa'r Rannaghor,Food,8,1,Nil,9:30–17:984,564
TB-1027,Easy Bites,Food,8,5,Nil,9:30–17:985,1726
TB-1028,Hiyar Majhe Kolkata,Food,12,4,Nil,9:30–17:986,1564
TB-1029,Dabba Gosht,Food,19,1,Nil,9:30–17:987,1508
TB-1030,Empire Restaurant,Food,22,4,Nil,9:30–17:988,1746
TB-1031,Punjabites,Food,8,4,Nil,9:30–17:989,1256
TB-1032,Sri Lakshmi Dhaba,Food,1,4,Nil,9:30–17:990,1640
TB-1033,XO Belgian Waffle,Food,26,5,Nil,9:30–17:991,537
TB-1034,Swadista Aahar,Food,4,4,Nil,9:30–17:992,1633
TB-1035,Vegetarea,Food,20,3,Nil,9:30–17:993,1700
TB-1036,Al-Bek,Food,30,1,Nil,9:30–17:994,1124
TB-1037,Aniram's,Food,20,3,Nil,9:30–17:995,607
TB-1038,Punjabi Nawabi,Food,25,4,Nil,9:30–17:996,1185
TB-1039,YummRajj,Food,30,2,Nil,9:30–17:997,663
TB-1040,Swad Punjab Da,Food,28,4,Nil,9:30–17:998,758
TB-1041,,Food,21,4,Nil,9:30–17:999,847
TB-1042, take the left beside McDonalds's,Food,16,4,Nil,9:30–17:1000,1784
TB-1043,BOX8- Desi Meals,Food,29,3,Nil,9:30–17:1001,987
TB-1044,Roti Wala,Food,30,4,Nil,9:30–17:1002,1167
TB-1045,Midnight Mania,Food,28,2,Nil,9:30–17:1003,1668
TB-1046,Kitchens@JP Nagar,Food,20,2,Nil,9:30–17:1004,1579
TB-1047,Krishna Kuteera,Food,7,3,Nil,9:30–17:1005,1213
TB-1048,Apna Punjab,Food,4,1,Nil,9:30–17:1006,1416
TB-1049,Paratha Junction,Food,16,2,Nil,9:30–17:1007,814
TB-1050,Nellore Bhojanam,Food,0,1,Nil,9:30–17:1008,595
TB-1051,Momoz,Food,22,4,Nil,9:30–17:1009,1623
TB-1052,Kalingas,Food,3,2,Nil,9:30–17:1010,1752
TB-1053,Kanteen The Eatery,Food,24,2,Nil,9:30–17:1011,647
TB-1054,Kullad Cafe,Food,4,1,Nil,9:30–17:1012,1248
TB-1055,Donne Biriyani House,Food,2,3,Nil,9:30–17:1013,1527
TB-1056,Litti Twist,Food,9,2,Nil,9:30–17:1014,1009
TB-1057,FreshMenu,Food,21,1,Nil,9:30–17:1015,1039
TB-1058,Shanthi Sagar,Food,2,1,Nil,9:30–17:1016,716
TB-1059,Cakebuy,Food,24,1,Nil,9:30–17:1017,1624
TB-1060,Five Star Chicken,Food,22,2,Nil,9:30–17:1018,1265
TB-1061,Poha House,Food,15,5,Nil,9:30–17:1019,1166
TB-1062,Bathinda Tandoor,Food,9,1,Nil,9:30–17:1020,1168
TB-1063,Corner House Ice Cream,Food,18,3,Nil,9:30–17:1021,505
TB-1064,Delight Food,Food,22,1,Nil,9:30–17:1022,1473
TB-1065,Andhra Kitchen,Food,16,3,Nil,9:30–17:1023,1683
TB-1066,Veg By Nature,Food,19,2,Nil,9:30–17:1024,1068
TB-1067,Fattoush,Food,2,2,Nil,9:30–17:1025,818
TB-1068,,Food,22,4,Nil,9:30–17:1026,1682
TB-1069, 'RATED\n  After reading a lot of reviews,Food,11,1,Nil,9:30–17:1027,1092
TB-1070,Chicken Magic,Food,11,2,Nil,9:30–17:1028,962
TB-1071,Behrouz Biryani,Food,23,1,Nil,9:30–17:1029,742
TB-1072,Abhiruchi Hotel,Food,16,2,Nil,9:30–17:1030,737
TB-1073,Swathi Restaurant,Food,14,4,Nil,9:30–17:1031,1288
TB-1074,Fresh Kitchen,Food,21,5,Nil,9:30–17:1032,529
TB-1075,Hind Ka Chulah,Food,0,2,Nil,9:30–17:1033,1780
TB-1076,Kuttanad,Food,30,3,Nil,9:30–17:1034,1216
TB-1077,New Mahesh Friends Food Corner,Food,19,3,Nil,9:30–17:1035,602
TB-1078,Bohra Bohra CafÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚ÂƒÃƒÂƒÃ‚ÂƒÃƒÂ‚Ã‚Â‚ÃƒÂƒÃ‚Â‚ÃƒÂ‚Ã‚Â©,Food,7,2,Nil,9:30–17:1036,581
TB-1079,Pizza Hut,Food,24,2,Nil,9:30–17:1037,852
TB-1080,Shree Krishna Sannidhi,Food,19,5,Nil,9:30–17:1038,1149
TB-1081,BingeJoy!,Food,6,3,Nil,9:30–17:1039,1342
TB-1082,Shiv Sai Hotel,Food,10,2,Nil,9:30–17:1040,891
TB-1083,MRA,Food,2,5,Nil,9:30–17:1041,1509
TB-1084,Beijing Bites,Food,15,4,Nil,9:30–17:1042,1447
TB-1085,A2B - Adyar Ananda Bhavan,Food,17,1,Nil,9:30–17:1043,915
TB-1086,Burj Hotel,Food,2,2,Nil,9:30–17:1044,1427
TB-1087,Shaadi Ki Biryani,Food,8,2,Nil,9:30–17:1045,1178
TB-1088,Subway,Food,4,4,Nil,9:30–17:1046,1585
TB-1089,Madeena Hotel,Food,17,3,Nil,9:30–17:1047,721
TB-1090,Biryani Durbar,Food,27,3,Nil,9:30–17:1048,1382
TB-1091,Adyar Ananda Bhavan Sweets,Food,4,5,Nil,9:30–17:1049,1086
TB-1092,The Good Bowl,Food,15,3,Nil,9:30–17:1050,1484
TB-1093,Mahesh Friends Food Center,Food,18,4,Nil,9:30–17:1051,1742
TB-1094,,Food,16,3,Nil,9:30–17:1052,1792
TB-1095, 'RATED\n  Paneer thali is full with turmeric powder'),Food,26,2,Nil,9:30–17:1053,1014
TB-1096,Juice Shop,Food,7,3,Nil,9:30–17:1054,1083
